subject,course_code,course_title,weekdays,time,location
BASC,201,Arts and Science Integrative Topics.,MW,05:35 pm-06:55 pm,MAASS 112
BBME,600D2,Seminars in Biological and Biomedical Engineering.,F,01:35 pm-02:25 pm,DUFF 507/509
BBME,600N1,Seminars in Biological and Biomedical Engineering.,F,01:35 pm-02:25 pm,DUFF
BIEN,210,Electrical and Optical Properties of Biological Systems.,TR,01:05 pm-02:25 pm,ENGMD 280
BIEN,210,Electrical and Optical Properties of Biological Systems.,M,02:35 pm-05:25 pm,ENGMD 280
BIEN,300,Thermodynamics in Bioengineering.,TR,11:35 am-12:55 pm,ENGMD 276
BIEN,300,Thermodynamics in Bioengineering.,F,09:35 am-11:25 am,RPHYS 118
BIEN,320,"Molecular, Cellular and Tissue Biomechanics.",TR,10:05 am-11:25 am,RPHYS 114
BIEN,320,"Molecular, Cellular and Tissue Biomechanics.",M,02:35 pm-04:25 pm,ENGMC 12
BIEN,330,Tissue Engineering and Regenerative Medicine.,WF,08:35 am-09:55 am,ENGTR 2100
BIEN,340,Transport Phenomena in Biological Systems 2.,M,11:35 am-02:25 pm,ENGMC 12
BIEN,340,Transport Phenomena in Biological Systems 2.,W,11:35 am-01:25 pm,ENGMC 12
BIEN,360,Physical Chemistry in Bioengineering.,TR,02:35 pm-03:55 pm,ENGMD 276
BIEN,360,Physical Chemistry in Bioengineering.,F,12:35 pm-02:25 pm,ENGMD 280
BIEN,390,Bioengineering Laboratory.,W,04:35 pm-05:25 pm,WONG 1020
BIEN,462,Engineering Principles in Physiological Systems.,TR,01:05 pm-02:25 pm,LEA 109
BIEN,462,Engineering Principles in Physiological Systems.,M,10:35 am-11:25 am,LEA 110
BIEN,470D2,Bioengineering Design Project.,M,08:35 am-09:25 am,RPHYS 114
BIEN,500,Special Topics in Bioengineering 1.,M,02:35 pm-05:25 pm,EDUC 433
BIEN,500,Special Topics in Bioengineering 1.,M,02:35 pm-05:25 pm,EDUC 433
BIEN,530,Imaging and Bioanalytical Instrumentation.,TR,02:35 pm-03:55 pm,BURN 1104
BIEN,530,Imaging and Bioanalytical Instrumentation.,TR,02:35 pm-03:55 pm,BURN 1104
BIEN,530,Imaging and Bioanalytical Instrumentation.,W,01:35 pm-02:25 pm,RPHYS 115
BIEN,530,Imaging and Bioanalytical Instrumentation.,W,01:35 pm-02:25 pm,RPHYS 115
BIEN,535,Electron Microscopy and 3D Imaging for Biological Materials.,TR,10:05 am-11:25 am,SH688 465
BIEN,535,Electron Microscopy and 3D Imaging for Biological Materials.,TR,10:05 am-11:25 am,SH688 465
BIEN,535,Electron Microscopy and 3D Imaging for Biological Materials.,M,02:35 pm-06:25 pm,LEA 917
BIEN,535,Electron Microscopy and 3D Imaging for Biological Materials.,M,02:35 pm-04:25 pm,LEA 917
BIEN,540,Information Storage and Processing in Biological Systems.,WF,10:05 am-11:25 am,ENGTR 2110
BIEN,540,Information Storage and Processing in Biological Systems.,WF,10:05 am-11:25 am,ENGTR 2110
BIEN,540,Information Storage and Processing in Biological Systems.,T,10:35 am-12:25 pm,BURN 1104
BIEN,540,Information Storage and Processing in Biological Systems.,T,10:35 am-12:25 pm,BURN 1104
BIEN,545,Diagnostic Devices at the Point-of-Care.,TR,11:35 am-12:55 pm,BURN 920
BIEN,545,Diagnostic Devices at the Point-of-Care.,TR,11:35 am-12:55 pm,BURN 920
BIEN,580,Synthetic Biology.,F,02:35 pm-05:25 pm,LEA 14
BIEN,580,Synthetic Biology.,F,02:35 pm-05:25 pm,LEA 14
BIEN,580,Synthetic Biology.,W,02:35 pm-04:25 pm,BIRKS 205
BIEN,580,Synthetic Biology.,W,02:35 pm-04:25 pm,BIRKS 205
BIEN,590,Cell Culture Engineering.,F,11:35 am-02:25 pm,ENGTR 2120
BIEN,590,Cell Culture Engineering.,F,11:35 am-02:25 pm,ENGTR 2120
BIEN,670,Downstream Processing .,T,12:35 pm-03:25 pm,SH688 1051
BIEN,675,Process Analytical Technologies and Data Sciences .,T,08:35 am-11:25 am,SH688 1055
BINF,511,Bioinformatics for Genomics.,F,08:35 am-11:25 am,MACSTW 2-028
BINF,531,Statistical Bioinformatics.,R,02:35 pm-05:25 pm,RAYMND 2-046
BINF,531,Statistical Bioinformatics.,W,08:35 am-11:25 am,RAYMND 4-046/048
BINF,621,Bioinformatics: Molecular Biology.,F,08:35 am-11:25 am,MACSTW 2-028
BIOC,212,Molecular Mechanisms of Cell Function.,MWF,10:35 am-11:25 am,MCMED 522
BIOC,212,Molecular Mechanisms of Cell Function.,T,06:35 pm-08:25 pm,LEA 132
BIOC,220,Laboratory Methods in Biochemistry and Molecular Biology 1.,M,01:35 pm-03:55 pm,MCMED 1034
BIOC,220,Laboratory Methods in Biochemistry and Molecular Biology 1.,W,01:35 pm-06:25 pm,MCMED 910
BIOC,220,Laboratory Methods in Biochemistry and Molecular Biology 1.,T,01:35 pm-06:25 pm,MCMED 910
BIOC,220,Laboratory Methods in Biochemistry and Molecular Biology 1.,R,01:35 pm-06:25 pm,MCMED 910
BIOC,220,Laboratory Methods in Biochemistry and Molecular Biology 1.,F,01:35 pm-06:25 pm,MCMED 910
BIOC,312,Biochemistry of Macromolecules.,TR,11:35 am-12:55 pm,RPHYS 112
BIOC,404,Biophysical Methods in Biochemistry.,MWF,10:35 am-11:25 am,MCMED 1027
BIOC,458,Membranes and Cellular Signaling.,MWF,08:35 am-09:25 am,MCMED 1034
BIOC,470,Lipids and Lipoproteins in Disease.,TR,10:35 am-11:55 am,MCMED 903
BIOC,503,Biochemistry of Immune Diseases.,MW,04:35 pm-05:55 pm,EDUC 360
BIOC,605,Protein Biology and Proteomics.,MF,02:05 pm-03:55 pm,MCMED 908
BIOL,102,Cell and Molecular Biology Methods.,M,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,102,Cell and Molecular Biology Methods.,T,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,102,Cell and Molecular Biology Methods.,W,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,102,Cell and Molecular Biology Methods.,R,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,102,Cell and Molecular Biology Methods.,T,03:35 pm-05:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,MW,09:35 am-10:25 am,LEA 232
BIOL,112,Cell and Molecular Biology.,MW,09:35 am-10:25 am,LEA 132
BIOL,112,Cell and Molecular Biology.,M,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,T,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,W,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,R,06:35 pm-08:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,T,03:35 pm-05:25 pm,DUFF CFLOOR
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-09:25 pm,MCMED 504
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-08:55 pm,MCMED 522
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-09:25 pm,LEA 26
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-09:25 pm,LEA 132
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-09:25 pm,LEA 219
BIOL,112,Cell and Molecular Biology.,F,05:35 pm-09:25 pm,STBIO S1/4
BIOL,201,Cell Biology and Metabolism.,MWF,11:35 am-12:25 pm,LEA 132
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,MCMED 504
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,LEA 26
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,LEA 219
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,LEA 132
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,ENGMC 304
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,STBIO S1/3
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,MCMED 522
BIOL,201,Cell Biology and Metabolism.,R,05:35 pm-08:55 pm,STBIO S1/4
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,ENGMC 304
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,ENGMC 204
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,LEA 26
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,LEA 219
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,LEA 132
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,MCMED 522
BIOL,201,Cell Biology and Metabolism.,T,05:35 pm-08:55 pm,MCMED 504
BIOL,201,Cell Biology and Metabolism.,T,11:35 am-12:25 pm,BURN 306
BIOL,201,Cell Biology and Metabolism.,W,09:35 am-10:55 am,STBIO S3/4
BIOL,202,Basic Genetics.,MWF,08:35 am-09:25 am,LEA 132
BIOL,202,Basic Genetics.,MWF,08:35 am-09:25 am,LEA 232
BIOL,202,Basic Genetics.,M,01:35 pm-02:55 pm,STBIO N5/1
BIOL,202,Basic Genetics.,T,08:35 am-09:55 am,STBIO N5/1
BIOL,202,Basic Genetics.,T,04:05 pm-05:25 pm,STBIO N5/1
BIOL,202,Basic Genetics.,W,02:35 pm-03:55 pm,STBIO N5/1
BIOL,202,Basic Genetics.,R,02:35 pm-03:55 pm,STBIO N5/1
BIOL,202,Basic Genetics.,F,02:05 pm-03:25 pm,STBIO N5/1
BIOL,202,Basic Genetics.,M,05:35 pm-08:55 pm,MCMED 504
BIOL,202,Basic Genetics.,M,05:35 pm-08:55 pm,MCMED 522
BIOL,202,Basic Genetics.,M,05:35 pm-08:55 pm,LEA 26
BIOL,202,Basic Genetics.,M,05:35 pm-08:55 pm,STBIO S1/4
BIOL,202,Basic Genetics.,M,05:35 pm-08:55 pm,STBIO S1/3
BIOL,202,Basic Genetics.,M,06:05 pm-08:55 pm,LEA 132
BIOL,205,Functional Biology of Plants and Animals.,MWF,09:35 am-10:25 am,STBIO S1/3
BIOL,205,Functional Biology of Plants and Animals.,F,06:05 pm-09:25 pm,LEA 132
BIOL,216,Biology of Behaviour.,MWF,08:35 am-09:25 am,STBIO S1/3
BIOL,216,Biology of Behaviour.,F,08:35 am-09:25 am,LEA 14
BIOL,216,Biology of Behaviour.,F,08:35 am-09:25 am,LEA 110
BIOL,216,Biology of Behaviour.,F,08:35 am-09:25 am,LEA 212
BIOL,216,Biology of Behaviour.,F,08:35 am-09:25 am,STBIO S3/4
BIOL,301,Cell and Molecular Laboratory.,F,12:35 pm-01:25 pm,MAASS 112
BIOL,301,Cell and Molecular Laboratory.,M,01:35 pm-07:25 pm,STBIO N4/2
BIOL,301,Cell and Molecular Laboratory.,T,01:35 pm-07:25 pm,STBIO N4/2
BIOL,301,Cell and Molecular Laboratory.,W,01:35 pm-07:25 pm,STBIO N4/2
BIOL,301,Cell and Molecular Laboratory.,R,01:35 pm-07:25 pm,STBIO N4/2
BIOL,303,Developmental Biology.,TR,01:05 pm-02:25 pm,STBIO S1/3
BIOL,305,Animal Diversity.,TR,02:35 pm-03:25 pm,ENGTR 0070
BIOL,305,Animal Diversity.,M,01:35 pm-04:25 pm,REDMUS 106B
BIOL,305,Animal Diversity.,T,09:35 am-12:25 pm,REDMUS 106B
BIOL,307,Behavioural Ecology.,WF,02:35 pm-03:55 pm,MAASS 217
BIOL,307,Behavioural Ecology.,WF,02:35 pm-03:55 pm,MAASS 217
BIOL,310,Biodiversity and Ecosystems.,WF,04:05 pm-05:25 pm,MAASS 217
BIOL,311,Advanced Methods in Organismal Biology.,M,11:35 am-01:25 pm,ENGMC 13
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,STBIO N4/2
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,ENGTR 1080
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,ENGTR 1080
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,ENGTR 1080
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,ENGTR 1080
BIOL,311,Advanced Methods in Organismal Biology.,F,11:35 am-02:25 pm,ENGTR 1080
BIOL,311,Advanced Methods in Organismal Biology.,F,03:35 pm-06:25 pm,STBIO N4/2
BIOL,311,Advanced Methods in Organismal Biology.,F,03:35 pm-06:25 pm,STBIO S3/4
BIOL,311,Advanced Methods in Organismal Biology.,F,03:35 pm-06:25 pm,STBIO S3/4
BIOL,311,Advanced Methods in Organismal Biology.,F,03:35 pm-06:25 pm,STBIO S3/4
BIOL,313,Eukaryotic Cell Biology.,TR,04:05 pm-05:25 pm,MCMED 1027
BIOL,314,Molecular Biology of Cancer.,TR,10:05 am-11:25 am,STBIO S3/3
BIOL,319,Introduction to Biophysics.,TR,08:35 am-09:55 am,STBIO S3/3
BIOL,320,Evolution of Brain and Behaviour.,MW,10:35 am-11:25 am,STBIO S1/3
BIOL,320,Evolution of Brain and Behaviour.,R,11:35 am-12:25 pm,STBIO S3/4
BIOL,320,Evolution of Brain and Behaviour.,R,12:35 pm-01:25 pm,STBIO S3/4
BIOL,342,Global Change Biology of Aquatic Ecosystems.,TR,10:05 am-11:25 am,MCMED 1027
BIOL,389,Laboratory in Neurobiology.,F,11:35 am-12:25 pm,STBIO S3/4
BIOL,389,Laboratory in Neurobiology.,T,01:35 pm-06:25 pm,STBIO N4/5
BIOL,389,Laboratory in Neurobiology.,W,01:35 pm-06:25 pm,STBIO N4/5
BIOL,416,Genetics of Mammalian Development.,TR,08:35 am-09:55 am,STBIO S2/2
BIOL,441,Biological Oceanography.,MW,08:35 am-09:25 am,STBIO S3/4
BIOL,441,Biological Oceanography.,R,01:35 pm-04:25 pm,STBIO N4/5
BIOL,499D2,Honours Seminar in Biology.,R,04:05 pm-05:25 pm,LEA 110
BIOL,515,Advances in Aquatic Ecology.,MW,10:05 am-11:25 am,STBIO S2/2
BIOL,517,Cognitive Ecology.,MW,11:35 am-12:55 pm,STBIO N5/1
BIOL,518,Advanced Topics in Cell Biology.,TR,10:05 am-11:25 am,STBIO S3/4
BIOL,530,Advances in Neuroethology.,TR,10:05 am-11:25 am,MDHAR G-01
BIOL,530,Advances in Neuroethology.,TR,10:05 am-11:25 am,STBIO S2/2
BIOL,532,Developmental Neurobiology Seminar.,WF,10:05 am-11:25 am,STBIO N5/1
BIOL,551,Principles of Cellular Control.,TR,11:35 am-12:55 pm,STBIO S2/2
BIOL,568,Topics on the Human Genome.,TR,04:05 pm-05:25 pm,STBIO S3/4
BIOL,602,Molecular Biology Research and Professional Skills.,M,01:05 pm-02:25 pm,STBIO S2/2
BIOL,603,Organismal Biology Research and Professional Skills.,W,01:05 pm-02:25 pm,STBIO S2/2
BIOS,602,Epidemiology: Regression Models.,WF,11:35 am-01:25 pm,MC2001 1203
BIOS,637,Advanced Modeling: Survival and Other Multivariable Data.,WF,01:05 pm-02:25 pm,MC2001 1201
BIOS,637,Advanced Modeling: Survival and Other Multivariable Data.,F,02:35 pm-03:25 pm,MC2001 1201
BIOS,691,Special Topics in Biostatistics 1.,TR,11:35 am-12:55 pm,MC2001 1140
BIOS,691,Special Topics in Biostatistics 1.,R,01:35 pm-02:25 pm,MC2001 1203
BMDE,502,BME Modelling and Identification.,MW,10:05 am-11:25 am,DUFF 321
BMDE,504,Biomaterials and Bioperformance.,R,08:35 am-11:35 am,DUFF 321
BMDE,505,Cell and Tissue Engineering.,W,04:05 pm-06:55 pm,DUFF 321
BMDE,610,Functional Neuroimaging Fusion.,F,08:35 am-11:25 am,DUFF 321
BMDE,650,Advanced Medical Imaging.,MW,02:35 pm-03:55 pm,DUFF 321
BMDE,655,Biomedical Clinical Trials - Medical Devices.,M,04:05 pm-06:55 pm,DUFF 321
BMDE,656,Medical Device Development Process.,W,04:05 pm-06:55 pm,DUFF
BREE,103,Linear Algebra.,TR,08:35 am-09:55 am,RAYMND 1-042
BREE,103,Linear Algebra.,F,09:35 am-10:25 am,RAYMND 1-042
BREE,188,Freshman Seminar 2.,T,10:05 am-11:25 am,RAYMND 2-045
BREE,217,Hydrology and Water Resources.,MW,10:05 am-11:25 am,RAYMND 2-046
BREE,217,Hydrology and Water Resources.,F,01:35 pm-03:25 pm,CENTEN 1-163
BREE,301,Biothermodynamics.,TR,01:05 pm-02:25 pm,RAYMND 3-048
BREE,301,Biothermodynamics.,M,01:35 pm-03:25 pm,RAYMND 4-047
BREE,314,Agri-Food Buildings.,MW,11:35 am-12:55 pm,CENTEN 1-150
BREE,314,Agri-Food Buildings.,M,03:35 pm-05:25 pm,CENTEN 1-162
BREE,329,Precision Agriculture.,M,11:35 am-12:55 pm,MACSTW 2-028
BREE,329,Precision Agriculture.,W,10:35 am-11:55 am,CENTEN 1-163
BREE,329,Precision Agriculture.,W,01:05 pm-02:55 pm,RAYMND 4-047
BREE,341,Mechanics of Materials.,TR,08:35 am-09:55 am,RAYMND 3-048
BREE,341,Mechanics of Materials.,T,02:35 pm-05:25 pm,CENTEN 1-150
BREE,420,Engineering for Sustainability.,M,02:35 pm-05:25 pm,RAYMND 4-045
BREE,451,Undergraduate Seminar 1 - Oral Presentation.,T,10:05 am-11:25 am,CENTEN 1-163
BREE,452,Undergraduate Seminar 2 Poster Presentation.,T,10:05 am-11:25 am,CENTEN 1-163
BREE,453,Undergraduate Seminar 3 - Scientific Writing.,T,10:05 am-11:25 am,CENTEN 1-163
BREE,485,Senior Undergraduate Seminar 1.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,490,Engineering Design 2.,T,10:05 am-11:25 am,RAYMND 3-048
BREE,495,Engineering Design 3.,T,10:05 am-11:25 am,RAYMND 3-048
BREE,501,Simulation and Modelling.,TR,08:35 am-09:55 am,MACSTW 2-028
BREE,501,Simulation and Modelling.,F,01:35 pm-03:25 pm,MACSTW 2-028
BREE,502,Drainage/Irrigation Engineering.,W,03:05 pm-05:55 pm,RAYMND 3-048
BREE,509,Hydrologic Systems and Modelling.,M,11:35 am-02:25 pm,MACSTW B-016
BREE,518,Ecological Engineering.,TR,01:05 pm-02:25 pm,RAYMND 4-045
BREE,518,Ecological Engineering.,R,02:35 pm-05:25 pm,RAYMND 4-045
BREE,519,Advanced Food Engineering.,T,02:35 pm-05:25 pm,RAYMND 3-048
BREE,519,Advanced Food Engineering.,R,03:35 pm-05:25 pm,CENTEN 1-162
BREE,532,Post-Harvest Storage.,F,08:35 am-11:25 am,BARTON 1-015
BREE,651,Departmental Seminar M.Sc. 1.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,651,Departmental Seminar M.Sc. 1.,MF,02:35 pm-04:25 pm,BARTON 1-015
BREE,652,Departmental Seminar M.Sc. 2.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,652,Departmental Seminar M.Sc. 2.,MF,02:35 pm-04:25 pm,BARTON 1-015
BREE,655,Integrated Water Resources Management Research Visits.,W,08:35 am-12:55 pm,NOROOM NEEDED
BREE,655,Integrated Water Resources Management Research Visits.,W,01:05 pm-03:55 pm,CENTEN 1-162
BREE,655,Integrated Water Resources Management Research Visits.,W,04:05 pm-05:25 pm,NOROOM NEEDED
BREE,751,Departmental Seminar Ph.D. 1.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,751,Departmental Seminar Ph.D. 1.,MF,02:35 pm-04:25 pm,BARTON 1-015
BREE,752,Departmental Seminar Ph.D. 2.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,752,Departmental Seminar Ph.D. 2.,MF,02:35 pm-04:25 pm,BARTON 1-015
BREE,753,Departmental Seminar Ph.D. 3.,R,10:05 am-11:25 am,RAYMND 2-046
BREE,753,Departmental Seminar Ph.D. 3.,MF,02:35 pm-04:25 pm,BARTON 1-015
BTEC,306,Experiments in Biotechnology.,F,10:05 am-11:25 am,MACSTW B-027
BTEC,306,Experiments in Biotechnology.,F,11:35 am-02:55 pm,MACSTW B-027
BTEC,555,Structural Bioinformatics.,T,02:35 pm-05:25 pm,MACSTW 2-028
BTEC,619,Biotechnology Laboratory 2.,W,09:35 am-05:25 pm,MACSTW B-027
BTEC,619,Biotechnology Laboratory 2.,R,09:35 am-05:25 pm,MACSTW B-027
BUS2,365,Droit des affaires,WF,09:35 am-11:25 am,CDH 200
BUS2,501,Patent Theory and Policy.,TR,02:35 pm-03:55 pm,CDH 102
BUS2,501,Patent Theory and Policy.,TR,02:35 pm-03:55 pm,CDH 102
BUS2,501,Patent Theory and Policy.,TR,02:35 pm-03:55 pm,CDH 102
BUS2,502,Propriété intellectuelle,MW,02:35 pm-03:55 pm,CDH 312
BUS2,502,Propriété intellectuelle,MW,02:35 pm-03:55 pm,CDH 312
BUSA,250,Expressive Analysis for Management.,TR,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,TR,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,MW,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,MW,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,TR,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,04:05 pm-05:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,MW,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,TR,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,10:05 am-11:25 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,MW,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,08:35 am-09:55 am,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,TR,11:35 am-12:55 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,M,06:05 pm-07:55 pm,BRONF 151
BUSA,250,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,BRONF 011
BUSA,250,Expressive Analysis for Management.,MW,01:05 pm-02:25 pm,BRONF 011
BUSA,356,Management in Global Context.,M,06:05 pm-08:55 pm,BRONF 011
BUSA,364,Business Law 1.,M,06:05 pm-08:55 pm,ARMST 065
BUSA,391,International Business Law.,W,06:05 pm-08:55 pm,BRONF 011
BUSA,394,Managing in Asia.,T,06:05 pm-08:55 pm,BRONF 011
BUSA,433,Topics in International Business 1.,MW,11:35 am-12:55 pm,BRONF 410
BUSA,465,Technological Entrepreneurship.,MW,10:05 am-11:25 am,BRONF 360
BUSA,690,Advanced Topics in Management 1.,MW,10:05 am-11:25 am,ARMST 255
BUSA,691,Advanced Topics in Management 2.,F,09:05 am-11:55 am,BRONF 210
BUSA,692,Advanced Topics in Management 3.,W,08:35 am-11:25 am,BRONF 423
BUSA,693D2,Analytics and Solution Consulting Practicum.,W,11:35 am-02:25 pm,BRONF 423
BUSA,693D2,Analytics and Solution Consulting Practicum.,R,06:05 pm-08:55 pm,ARMST 260
BUSA,693D2,Analytics and Solution Consulting Practicum.,M,06:05 pm-08:55 pm,ARMST 260
BUSA,693D2,Analytics and Solution Consulting Practicum.,W,01:05 pm-02:25 pm,ARMST 265
BUSA,693D2,Analytics and Solution Consulting Practicum.,M,02:05 pm-03:55 pm,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,WF,10:05 am-11:55 am,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,WF,02:05 pm-03:55 pm,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,R,08:35 am-11:25 am,BRONF 245
BUSA,693D2,Analytics and Solution Consulting Practicum.,F,11:35 am-02:25 pm,ARMST 260
BUSA,693D2,Analytics and Solution Consulting Practicum.,T,08:35 am-11:25 am,BRONF 245
BUSA,693D2,Analytics and Solution Consulting Practicum.,R,02:35 pm-05:25 pm,ARMST 075
BUSA,693D2,Analytics and Solution Consulting Practicum.,W,08:35 am-09:55 am,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,M,09:05 am-10:55 am,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,TR,10:05 am-11:55 am,ARMST 255
BUSA,693D2,Analytics and Solution Consulting Practicum.,TR,02:05 pm-03:55 pm,ARMST 255
CACC,520,Accounting for Management.,R,06:05 pm-08:55 pm,SH688 295
CACF,210,Introductory Financial Accounting.,R,06:05 pm-08:55 pm,SH688 395
CACF,215,Introductory Managerial Accounting.,W,06:05 pm-08:55 pm,FERR 105
CACF,310,Intermediate Financial Reporting 1.,R,06:05 pm-08:55 pm,SH688 1145
CACF,340,Corporate Finance: Value Creation and Decision-Making.,T,06:05 pm-08:55 pm,FERR 105
CAFT,604,"Sex, Sexuality, and Contemporary Issues .",T,08:35 am-11:25 am,FERR 230
